obs,air_temperature,air_temperature_qc_executed,air_temperature_qc_results,barometric_pressure,barometric_pressure_qc_executed,barometric_pressure_qc_results,ct_depth,dcl_controller_timestamp,deployment,driver_timestamp,eastward_wind_velocity,eastward_wind_velocity_qc_executed,eastward_wind_velocity_qc_results,ingestion_timestamp,internal_timestamp,lat,lon,longwave_irradiance,longwave_irradiance_qc_executed,longwave_irradiance_qc_results,met_barpres,met_barpres_qc_executed,met_barpres_qc_results,met_current_direction,met_current_direction_qc_executed,met_current_direction_qc_results,met_current_speed,met_current_speed_qc_executed,met_current_speed_qc_results,met_heatflx_minute,met_latnflx_minute,met_netlirr_minute,met_netsirr,met_netsirr_qc_executed,met_netsirr_qc_results,met_relwind_direction,met_relwind_direction_qc_executed,met_relwind_direction_qc_results,met_relwind_speed,met_relwind_speed_qc_executed,met_relwind_speed_qc_results,met_salsurf,met_salsurf_qc_executed,met_salsurf_qc_results,met_sensflx_minute,met_spechum,met_spechum_qc_executed,met_spechum_qc_results,met_windavg_mag_corr_east,met_windavg_mag_corr_north,northward_wind_velocity,northward_wind_velocity_qc_executed,northward_wind_velocity_qc_results,port_timestamp,precipitation,precipitation_qc_executed,precipitation_qc_results,preferred_timestamp,relative_humidity,relative_humidity_qc_executed,relative_humidity_qc_results,sea_surface_conductivity,sea_surface_conductivity_qc_executed,sea_surface_conductivity_qc_results,sea_surface_temperature,sea_surface_temperature_qc_executed,sea_surface_temperature_qc_results,shortwave_irradiance,shortwave_irradiance_qc_executed,shortwave_irradiance_qc_results,time,velpt_ab_dcl_instrument-eastward_velocity,velpt_ab_dcl_instrument-northward_velocity
"('30',)",12.9910001755,29,29,1023.35998535,29,29,0.98,empty,7,3736458696.39,2.8900001049,29,29,3736458696.57,0.0,44.63567,-124.30418,303.0,29,29,102336.0,29,29,216.826980777,29,29,0.486527825005,29,29,,,,484.029022217,29,29,164.105943853,29,29,5.95068894939,29,29,32.0828769806,29,29,,7.65817117691,29,29,1.33802731129,-6.1126332818,-5.55000019073,29,29,3736456231.26,20.8500003815,29,13,port_timestamp,83.4680023193,29,29,3.67370009422,29,13,11.7110004425,29,29,512.200012207,29,29,3736456231.26,-0.29162506984,-0.389440808269
"('31',)",12.9910001755,29,29,1023.35998535,29,29,0.98,empty,7,3736458696.39,3.19000005722,29,29,3736458696.57,0.0,44.63567,-124.30418,303.899993896,29,29,102336.0,29,29,217.453888513,29,29,0.48235673223,29,29,,,,478.642486572,29,29,162.89943665,29,29,6.31919015954,29,29,32.0876243716,29,29,,7.63623285294,29,29,1.56482401591,-6.42273506557,-5.78999996185,29,29,3736456295.48,20.8700008392,29,13,port_timestamp,83.2300033569,29,29,3.67409992218,29,13,11.7100000381,29,29,506.5,29,29,3736456295.48,-0.293332099266,-0.38291552158
"('32',)",12.9829998016,29,29,1023.35998535,29,29,0.98,empty,7,3736458696.39,2.41000008583,29,29,3736458696.57,0.0,44.63567,-124.30418,303.399993896,29,29,102336.0,29,29,218.092866888,29,29,0.478236698834,29,29,,,,477.791992188,29,29,167.856324892,29,29,5.66016912804,29,29,32.0857004361,29,29,,7.65230369568,29,29,0.895652574452,-5.90989040375,-5.46999979019,29,29,3736456359.83,20.8299999237,29,13,port_timestamp,83.4479980469,29,29,3.67230010033,29,13,11.6920003891,29,29,505.600006104,29,29,3736456359.83,-0.295042344622,-0.376377941692
"('33',)",12.998000145,29,29,1023.15002441,29,29,0.98,empty,7,3736458696.39,3.16000008583,29,29,3736458696.58,0.0,44.63567,-124.30418,302.299987793,29,29,102315.0,29,29,218.742338369,29,29,0.474180430183,29,29,,,,490.549468994,29,29,162.298029667,29,29,6.17325738882,29,29,32.0852785562,29,29,,7.63688755035,29,29,1.58032537209,-6.25080562604,-5.61999988556,29,29,3736456424.13,20.8299999237,29,13,port_timestamp,83.1819992065,29,29,3.6710999012,29,13,11.6789999008,29,29,519.099975586,29,29,3736456424.13,-0.296751207942,-0.369845644767
"('34',)",13.0059995651,29,29,1023.41998291,29,29,0.98,empty,7,3736464966.7,3.36999988556,29,29,3736464966.75,0.0,44.63567,-124.30418,301.299987793,29,29,102342.0,29,29,219.411541799,29,29,0.470134924431,29,29,,,,484.029022217,29,29,162.277112293,29,29,6.56283085267,29,29,32.0876596304,29,29,,7.62449026108,29,29,1.69933275848,-6.61458752186,-5.94000005722,29,29,3736456489.26,20.8199996948,29,13,port_timestamp,83.0260009766,29,29,3.67090010643,29,13,11.6739997864,29,29,512.200012207,29,29,3736456489.26,-0.298482157617,-0.363228920591
"('35',)",12.998000145,29,29,1023.35998535,29,29,0.98,empty,7,3736464966.7,2.57999992371,29,29,3736464966.75,0.0,44.63567,-124.30418,302.200012207,29,29,102336.0,29,29,220.082928925,29,29,0.466208364507,29,29,,,,482.23348999,29,29,166.005583816,29,29,5.69923917811,29,29,32.0875731796,29,29,,7.65477705002,29,29,1.07804225338,-5.88678397227,-5.40000009537,29,29,3736456553.5,20.8299999237,29,13,port_timestamp,83.3929977417,29,29,3.66840004921,29,13,11.6459999084,29,29,510.299987793,29,29,3736456553.5,-0.300189559135,-0.356702211547
"('36',)",12.9910001755,29,29,1023.15002441,29,29,0.98,empty,7,3736464966.7,2.81999993324,29,29,3736464966.75,0.0,44.63567,-124.30418,301.899993896,29,29,102315.0,29,29,220.445228561,29,29,0.464142927522,29,29,,,,471.271514893,29,29,161.891235811,29,29,5.50207377081,29,29,32.084765457,29,29,,7.66970062256,29,29,1.40906539334,-5.58277118905,-5.01999998093,29,29,3736456587.72,20.8199996948,29,13,port_timestamp,83.5759963989,29,29,3.66739988327,29,13,11.6379995346,29,29,498.700012207,29,29,3736456587.72,-0.301099193416,-0.353225045676
"('37',)",12.9910001755,29,29,1023.35998535,29,29,0.98,empty,7,3736464966.7,2.73000001907,29,29,3736464966.75,0.0,44.63567,-124.30418,302.299987793,29,29,102336.0,29,29,221.134312259,29,29,0.460315044315,29,29,,,,477.886505127,29,29,165.775999836,29,29,5.97483287411,29,29,32.0877809165,29,29,,7.68066215515,29,29,1.1652893911,-6.13835478388,-5.61999988556,29,29,3736456651.99,20.8099994659,29,13,port_timestamp,83.7119979858,29,29,3.66939997673,29,13,11.656999588,29,29,505.700012207,29,29,3736456651.99,-0.302807392282,-0.346695288693
"('38',)",12.998000145,29,29,1023.2199707,29,29,0.98,empty,7,3736464966.7,3.22000002861,29,29,3736464966.76,0.0,44.63567,-124.30418,302.5,29,29,102322.0,29,29,221.835025119,29,29,0.456553925953,29,29,,,,463.994995117,29,29,161.441989226,29,29,6.16994182887,29,29,32.0870444104,29,29,,7.67021417618,29,29,1.65915836893,-6.18928051298,-5.53999996185,29,29,3736456716.28,20.8700008392,29,13,port_timestamp,83.5490036011,29,29,3.66630005836,29,13,11.623000145,29,29,491.0,29,29,3736456716.28,-0.304516016391,-0.340163906175
"('39',)",13.0129995346,29,29,1023.28997803,29,29,0.98,empty,7,3736464966.7,3.18000006676,29,29,3736464966.76,0.0,44.63567,-124.30418,303.100006104,29,29,102329.0,29,29,222.546711846,29,29,0.452865064983,29,29,,,,493.762481689,29,29,162.947099294,29,29,6.35628858579,29,29,32.0881076538,29,29,,7.64087629318,29,29,1.55778709767,-6.41046817388,-5.78000020981,29,29,3736456780.52,20.8199996948,29,13,port_timestamp,83.1549987793,29,29,3.66890001297,29,13,11.6510000229,29,29,522.5,29,29,3736456780.52,-0.306223311579,-0.333637603587
"('40',)",13.0209999084,29,29,1023.35998535,29,29,0.98,empty,7,3736464966.7,2.3599998951,29,29,3736464966.76,0.0,44.63567,-124.30418,302.399993896,29,29,102336.0,29,29,223.258081415,29,29,0.449305661514,29,29,,,,470.326507568,29,29,169.954586523,29,29,6.0385980271,29,29,32.0879018901,29,29,,7.64501571655,29,29,0.745402027411,-6.27324293226,-5.86000013351,29,29,3736456843.7,20.8500003815,29,13,port_timestamp,83.1620025635,29,29,3.6670999527,29,13,11.6309995651,29,29,497.700012207,29,29,3736456843.7,-0.307902752971,-0.327217774856
"('41',)",13.0129995346,29,29,1023.35998535,29,29,0.98,empty,7,3736464966.7,3.47000002861,29,29,3736464966.76,0.0,44.63567,-124.30418,304.100006104,29,29,102336.0,29,29,223.997366567,29,29,0.445737612728,29,29,,,,477.886505127,29,29,157.758566319,29,29,6.06688586925,29,29,32.0857424732,29,29,,7.63536834717,29,29,1.98675777057,-5.93614303712,-5.21000003815,29,29,3736456908.34,20.8400001526,29,13,port_timestamp,83.1009979248,29,29,3.66669988632,29,13,11.6289997101,29,29,505.700012207,29,29,3736456908.34,-0.309620626249,-0.320651036489
"('42',)",13.0290002823,29,29,1023.28997803,29,29,0.98,empty,7,3736464966.7,3.18000006676,29,29,3736464966.76,0.0,44.63567,-124.30418,301.200012207,29,29,102329.0,29,29,224.7438061,29,29,0.442266182085,29,29,,,,456.057006836,29,29,159.948278075,29,29,5.89378813343,29,29,32.091902337,29,29,,7.64770889282,29,29,1.70946505898,-5.85065189984,-5.19999980927,29,29,3736456972.58,20.8199996948,29,13,port_timestamp,83.141998291,29,29,3.66759991646,29,13,11.6319999695,29,29,482.600006104,29,29,3736456972.58,-0.311327948026,-0.314124632263
"('43',)",13.0059995651,29,29,1023.2199707,29,29,0.98,empty,7,3736464966.7,3.09999990463,29,29,3736464966.76,0.0,44.63567,-124.30418,302.899993896,29,29,102322.0,29,29,225.15664578,29,29,0.440401259786,29,29,,,,461.254516602,29,29,162.292311868,29,29,6.11789861223,29,29,32.0938510819,29,29,,7.66926240921,29,29,1.54856453848,-6.13859487736,-5.51999998093,29,29,3736457007.68,20.8199996948,29,13,port_timestamp,83.4950027466,29,29,3.66779994965,29,13,11.6319999695,29,29,488.100006104,29,29,3736457007.68,-0.312260944444,-0.310558162341
"('44',)",13.0059995651,29,29,1023.01000977,29,29,0.98,empty,7,3736464966.7,3.25,29,29,3736464966.76,0.0,44.63567,-124.30418,302.100006104,29,29,102301.0,29,29,225.88093287,29,29,0.437221656977,29,29,,,,460.120483398,29,29,160.34176359,29,29,6.08322382609,29,29,32.0927682443,29,29,,7.67646741867,29,29,1.73257165823,-6.03304187123,-5.36999988556,29,29,3736457068.57,20.8199996948,29,13,port_timestamp,83.5559997559,29,29,3.66759991646,29,13,11.6309995651,29,29,486.899993896,29,29,3736457068.57,-0.31387909681,-0.304372616895
"('45',)",13.0129995346,29,29,1023.28997803,29,29,0.98,empty,7,3736464966.7,3.36999988556,29,29,3736464966.76,0.0,44.63567,-124.30418,302.799987793,29,29,102329.0,29,29,226.425046923,29,29,0.436843645901,29,29,,,,473.917510986,29,29,159.412258775,29,29,6.1564914754,29,29,32.0947170425,29,29,,7.67724847794,29,29,1.84839552448,-6.0644234668,-5.36999988556,29,29,3736457132.97,20.8199996948,29,13,port_timestamp,83.5490036011,29,29,3.66779994965,29,13,11.6309995651,29,29,501.5,29,29,3736457132.97,-0.316481540384,-0.301117594238
"('46',)",12.998000145,29,29,1023.35998535,29,29,0.98,empty,7,3736464966.7,2.56999993324,29,29,3736464966.76,0.0,44.63567,-124.30418,302.200012207,29,29,102336.0,29,29,226.746263036,29,29,0.439265311501,29,29,,,,442.260009766,29,29,168.076760768,29,29,6.15019948695,29,29,32.0920027146,29,29,,7.69858264923,29,29,0.950709218789,-6.31850856788,-5.84999990463,29,29,3736457197.27,20.8199996948,29,13,port_timestamp,83.8679962158,29,29,3.66849994659,29,13,11.6420001984,29,29,468.0,29,29,3736457197.27,-0.319928469867,-0.300997986798
"('47',)",12.9910001755,29,29,1023.2199707,29,29,0.98,empty,7,3736464966.7,3.18000006676,29,29,3736464966.76,0.0,44.63567,-124.30418,303.0,29,29,102322.0,29,29,227.063558868,29,29,0.441697631678,29,29,,,,465.979492188,29,29,161.339615482,29,29,6.13276621454,29,29,32.0898557641,29,29,,7.67802619934,29,29,1.63885640661,-6.11125582903,-5.46999979019,29,29,3736457261.5,20.7999992371,29,13,port_timestamp,83.6719970703,29,29,3.66650009155,29,13,11.6219997406,29,29,493.100006104,29,29,3736457261.5,-0.323371164833,-0.300878526294
"('48',)",13.0209999084,29,29,1023.28997803,29,29,0.98,empty,7,3736464966.7,3.48000001907,29,29,3736464966.76,0.0,44.63567,-124.30418,303.0,29,29,102329.0,29,29,227.377996598,29,29,0.444148274678,29,29,,,,463.049987793,29,29,160.089304638,29,29,6.46865809666,29,29,32.0916936875,29,29,,7.64553928375,29,29,1.87611351838,-6.38275011763,-5.67000007629,29,29,3736457325.86,20.8299999237,29,13,port_timestamp,83.1620025635,29,29,3.66659998894,29,13,11.6210002899,29,29,490.0,29,29,3736457325.86,-0.326820774384,-0.300758825855
"('49',)",13.0290002823,29,29,1023.2199707,29,29,0.98,empty,7,3736464966.7,3.22000002861,29,29,3736464966.76,0.0,44.63567,-124.30418,303.0,29,29,102322.0,29,29,227.688609009,29,29,0.446609230073,29,29,,,,434.98348999,29,29,158.877456665,29,29,5.8471616688,29,29,32.0922397634,29,29,,7.65507221222,29,29,1.77683941466,-5.75494078441,-5.09000015259,29,29,3736457390.14,20.8899993896,29,13,port_timestamp,83.216003418,29,29,3.66549992561,29,13,11.6079998016,29,29,460.299987793,29,29,3736457390.14,-0.33026631021,-0.300639266774
"('50',)",12.998000145,29,29,1023.28997803,29,29,0.98,empty,7,3736464966.7,2.82999992371,29,29,3736464966.76,0.0,44.63567,-124.30418,302.5,29,29,102329.0,29,29,227.996435469,29,29,0.449088260432,29,29,,,,444.622497559,29,29,162.159159782,29,29,5.64310483361,29,29,32.0893164354,29,29,,7.65530109406,29,29,1.39518112316,-5.67225445183,-5.11000013351,29,29,3736457454.55,20.8199996948,29,13,port_timestamp,83.3929977417,29,29,3.66599988937,29,13,11.6169996262,29,29,470.5,29,29,3736457454.55,-0.333718921413,-0.30051946218
"('51',)",13.0209999084,29,29,1023.35998535,29,29,0.98,empty,7,3736464966.7,3.32999992371,29,29,3736464966.76,0.0,44.63567,-124.30418,302.799987793,29,29,102336.0,29,29,228.153425817,29,29,0.450368207919,29,29,,,,429.407989502,29,29,161.516085814,29,29,6.45318342511,29,29,32.0899756831,29,29,,7.64316797256,29,29,1.71041239173,-6.42073897165,-5.75,29,29,3736457487.68,20.8400001526,29,13,port_timestamp,83.141998291,29,29,3.66420006752,29,13,11.5959997177,29,29,454.399993896,29,29,3736457487.68,-0.335494566867,-0.300457847804
"('52',)",12.9910001755,29,29,1023.28997803,29,29,0.98,empty,7,3736464966.7,2.97000002861,29,29,3736464966.76,0.0,44.63567,-124.30418,303.299987793,29,29,102329.0,29,29,228.45535568,29,29,0.452860075815,29,29,,,,417.973480225,29,29,163.361893303,29,29,6.10825836325,29,29,32.0911590095,29,29,,7.62984132767,29,29,1.4100129562,-6.15285832322,-5.57000017166,29,29,3736457551.92,20.8199996948,29,13,port_timestamp,83.1549987793,29,29,3.66529989243,29,13,11.607000351,29,29,442.299987793,29,29,3736457551.92,-0.338938226661,-0.300338353821
"('53',)",12.9910001755,29,29,1023.2199707,29,29,0.98,empty,7,3736464966.7,2.86999988556,29,29,3736464966.76,0.0,44.63567,-124.30418,302.5,29,29,102322.0,29,29,228.754744734,29,29,0.45537090723,29,29,,,,402.002990723,29,29,165.220747894,29,29,6.25544042919,29,29,32.082617457,29,29,,7.63230133057,29,29,1.25334471701,-6.348702905,-5.80000019073,29,29,3736457616.34,20.8700008392,29,13,port_timestamp,83.1760025024,29,29,3.66300010681,29,13,11.5909996033,29,29,425.399993896,29,29,3736457616.34,-0.342390837863,-0.300218549226
"('54',)",13.0059995651,29,29,1023.15002441,29,29,0.98,empty,7,3736464966.7,3.63000011444,29,29,3736464966.76,0.0,44.63567,-124.30418,303.799987793,29,29,102315.0,29,29,229.050225195,29,29,0.457888734723,29,29,,,,420.147003174,29,29,157.585737546,29,29,6.37159682178,29,29,32.0873656406,29,29,,7.65603542328,29,29,2.08365689715,-6.19032898169,-5.42999982834,29,29,3736457680.61,20.8299999237,29,13,port_timestamp,83.3460006714,29,29,3.66659998894,29,13,11.6260004044,29,29,444.600006104,29,29,3736457680.61,-0.345836212897,-0.300098995724
"('55',)",13.0059995651,29,29,1023.28997803,29,29,0.98,empty,7,3736464966.7,3.34999990463,29,29,3736464966.76,0.0,44.63567,-124.30418,303.299987793,29,29,102329.0,29,29,229.342280812,29,29,0.460416989268,29,29,,,,402.002990723,29,29,157.813516291,29,29,5.94870598916,29,29,32.0792555392,29,29,,7.66439962387,29,29,1.89708500384,-5.80824149066,-5.11000013351,29,29,3736457744.85,20.8700008392,29,13,port_timestamp,83.4479980469,29,29,3.66549992561,29,13,11.623000145,29,29,425.399993896,29,29,3736457744.85,-0.349279390316,-0.299979518479
"('56',)",13.0129995346,29,29,1023.2199707,29,29,0.98,empty,7,3736464966.7,3.52999997139,29,29,3736464966.76,0.0,44.63567,-124.30418,303.399993896,29,29,102322.0,29,29,229.632028972,29,29,0.462964962992,29,29,,,,410.885986328,29,29,156.252758886,29,29,6.03770533019,29,29,32.0810966312,29,29,,7.64518451691,29,29,2.07866649458,-5.82635774967,-5.07999992371,29,29,3736457809.29,20.8400001526,29,13,port_timestamp,83.1959991455,29,29,3.66479992867,29,13,11.6129999161,29,29,434.799987793,29,29,3736457809.29,-0.352733234332,-0.299859671106
"('57',)",13.0059995651,29,29,1023.28997803,29,29,0.98,empty,7,3736464966.7,3.6400001049,29,29,3736464966.76,0.0,44.63567,-124.30418,303.100006104,29,29,102329.0,29,29,229.917956714,29,29,0.465518873687,29,29,,,,420.714019775,29,29,152.360557948,29,29,5.74802765519,29,29,32.084997801,29,29,,7.630443573,29,29,2.31036510907,-5.39182834937,-4.59999990463,29,29,3736457873.58,20.8400001526,29,13,port_timestamp,83.0800018311,29,29,3.66199994087,29,13,11.5769996643,29,29,445.200012207,29,29,3736457873.58,-0.356179306182,-0.299740093425
"('58',)",13.0209999084,29,29,1023.41998291,29,29,0.98,empty,7,3736464966.7,2.51999998093,29,29,3736464966.76,0.0,44.63567,-124.30418,302.5,29,29,102342.0,29,29,230.068323868,29,29,0.466877976267,29,29,,,,412.870483398,29,29,165.563935147,29,29,5.64342753724,29,29,32.0820765892,29,29,,7.63006639481,29,29,1.0488968452,-5.76492106697,-5.28999996185,29,29,3736457907.68,20.8299999237,29,13,port_timestamp,83.0049972534,29,29,3.6617000103,29,13,11.5769996643,29,29,436.899993896,29,29,3736457907.68,-0.358006891173,-0.299676676763
"('59',)",13.0209999084,29,29,1023.2199707,29,29,0.98,empty,7,3736464966.7,3.03999996185,29,29,3736464966.76,0.0,44.63567,-124.30418,302.299987793,29,29,102322.0,29,29,230.349268151,29,29,0.469447394291,29,29,,,,411.925476074,29,29,161.893963836,29,29,6.03533022881,29,29,32.0924732607,29,29,,7.63414669037,29,29,1.51418886438,-6.03603594976,-5.42999982834,29,29,3736457971.92,20.8400001526,29,13,port_timestamp,83.0329971313,29,29,3.66090011597,29,13,11.5559997559,29,29,435.899993896,29,29,3736457971.92,-0.361450336553,-0.29955719022
"('60',)",13.0360002518,29,29,1023.35998535,29,29,0.98,empty,7,3736464966.7,2.88000011444,29,29,3736464966.76,0.0,44.63567,-124.30418,303.399993896,29,29,102336.0,29,29,230.346659396,29,29,0.469952944189,29,29,,,,399.92401123,29,29,160.076549484,29,29,5.48188338332,29,29,32.0932281266,29,29,,7.64182662964,29,29,1.50620461339,-5.45368198625,-4.86999988556,29,29,3736458037.02,20.8400001526,29,13,port_timestamp,83.0459976196,29,29,3.66240000725,29,13,11.5719995499,29,29,423.200012207,29,29,3736458037.02,-0.361825929649,-0.299896259372
"('61',)",13.0209999084,29,29,1023.41998291,29,29,0.98,empty,7,3736464966.7,3.02999997139,29,29,3736464966.76,0.0,44.63567,-124.30418,302.799987793,29,29,102342.0,29,29,230.128106666,29,29,0.468871433352,29,29,,,,407.484008789,29,29,154.685286102,29,29,5.08190560149,29,29,32.093990955,29,29,,7.65019989014,29,29,1.81312281468,-4.89448521149,-4.25,29,29,3736458101.78,20.8299999237,29,13,port_timestamp,83.2229995728,29,29,3.66070008278,29,13,11.5520000458,29,29,431.200012207,29,29,3736458101.78,-0.359849318772,-0.300580918876
"('62',)",13.0590000153,29,29,1023.15002441,29,29,0.98,empty,7,3736464966.7,3.36999988556,29,29,3736464966.76,0.0,44.63567,-124.30418,301.899993896,29,29,102315.0,29,29,229.907890779,29,29,0.46779358394,29,29,,,,401.530487061,29,29,160.014166225,29,29,6.31734031021,29,29,32.086082528,29,29,,7.63096380234,29,29,1.80132300643,-6.23815972642,-5.55000019073,29,29,3736458166.74,20.8799991608,29,13,port_timestamp,82.7870025635,29,29,3.66219997406,29,13,11.5780000687,29,29,424.899993896,29,29,3736458166.74,-0.357866817561,-0.301267618677
"('63',)",13.0209999084,29,29,1023.2199707,29,29,0.98,empty,7,3736464966.7,2.72000002861,29,29,3736464966.77,0.0,44.63567,-124.30418,304.100006104,29,29,102322.0,29,29,229.683800398,29,29,0.466708907015,29,29,,,,414.855010986,29,29,164.354480406,29,29,5.82770504308,29,29,32.085969157,29,29,,7.61465787888,29,29,1.21578552277,-5.91374367714,-5.38999986649,29,29,3736458232.53,20.8099994659,29,13,port_timestamp,82.8219985962,29,29,3.66289997101,29,13,11.5860004425,29,29,439.0,29,29,3736458232.53,-0.355858740815,-0.301963177346
"('64',)",13.0509996414,29,29,1023.15002441,29,29,0.98,empty,7,3736464966.7,3.42000007629,29,29,3736464966.77,0.0,44.63567,-124.30418,302.700012207,29,29,102315.0,29,29,229.558025588,29,29,0.466105432199,29,29,,,,381.874511719,29,29,158.756961874,29,29,6.20652051689,29,29,32.0804521257,29,29,,7.63769292831,29,29,1.89404050356,-6.08715141294,-5.38000011444,29,29,3736458269.33,20.8299999237,29,13,port_timestamp,82.9029998779,29,29,3.66179990768,29,13,11.5799999237,29,29,404.100006104,29,29,3736458269.33,-0.354735736499,-0.302352164165
"('65',)",13.0509996414,29,29,1023.28997803,29,29,0.98,empty,7,3736464966.7,3.51999998093,29,29,3736464966.77,0.0,44.63567,-124.30418,303.700012207,29,29,102329.0,29,29,229.350027488,29,29,0.465115771429,29,29,,,,386.599517822,29,29,158.034528583,29,29,6.2650963591,29,29,32.0812102377,29,29,,7.61267900467,29,29,1.9905603921,-6.11330274258,-5.38000011444,29,29,3736458329.97,20.8199996948,29,13,port_timestamp,82.6439971924,29,29,3.6617000103,29,13,11.5780000687,29,29,409.100006104,29,29,3736458329.97,-0.352884927964,-0.302993248189
"('66',)",13.0590000153,29,29,1023.08001709,29,29,0.98,empty,7,3736464966.7,3.26999998093,29,29,3736464966.77,0.0,44.63567,-124.30418,302.399993896,29,29,102308.0,29,29,229.128081975,29,29,0.464071102601,29,29,,,,388.394989014,29,29,161.871096319,29,29,6.4302298338,29,29,32.0812103051,29,29,,7.60629606247,29,29,1.64988526329,-6.41470039284,-5.76000022888,29,29,3736458394.4,20.8400001526,29,13,port_timestamp,82.5149993896,29,29,3.66090011597,29,13,11.5690002441,29,29,411.0,29,29,3736458394.4,-0.350918632739,-0.303674334553
"('67',)",13.0590000153,29,29,1023.35998535,29,29,0.98,empty,7,3736464966.7,2.32999992371,29,29,3736464966.77,0.0,44.63567,-124.30418,302.399993896,29,29,102336.0,29,29,228.905790339,29,29,0.46303644645,29,29,,,,389.339996338,29,29,170.878327489,29,29,6.29155942572,29,29,32.0765516771,29,29,,7.6098613739,29,29,0.648452603783,-6.51634924358,-6.11999988556,29,29,3736458458.64,20.7999992371,29,13,port_timestamp,82.5759963989,29,29,3.65980005264,29,13,11.5620002747,29,29,412.0,29,29,3736458458.64,-0.348958075231,-0.304353433483
"('68',)",13.0819997787,29,29,1023.2199707,29,29,0.98,empty,7,3736464966.7,2.5,29,29,3736464966.77,0.0,44.63567,-124.30418,302.399993896,29,29,102322.0,29,29,228.681022417,29,29,0.462001999778,29,29,,,,380.551513672,29,29,167.625559045,29,29,5.95989013445,29,29,32.0761081858,29,29,,7.60089206696,29,29,0.930217690161,-6.12646683775,-5.67000007629,29,29,3736458523.3,20.8199996948,29,13,port_timestamp,82.34400177,29,29,3.65700006485,29,13,11.5310001373,29,29,402.700012207,29,29,3736458523.3,-0.34698451631,-0.305037035849
"('69',)",13.0740003586,29,29,1023.2199707,29,29,0.98,empty,7,3736464966.7,3.05999994278,29,29,3736464966.77,0.0,44.63567,-124.30418,302.399993896,29,29,102322.0,29,29,228.45670834,29,29,0.460981296627,29,29,,,,383.66998291,29,29,164.300711806,29,29,6.45910614512,29,29,32.0777294754,29,29,,7.58930110931,29,29,1.40273606919,-6.52386611865,-5.92999982834,29,29,3736458587.55,20.8099994659,29,13,port_timestamp,82.2620010376,29,29,3.65610003471,29,13,11.5190000534,29,29,406.0,29,29,3736458587.55,-0.345023684115,-0.305716229925
"('70',)",13.1120004654,29,29,1023.15002441,29,29,0.98,empty,7,3736464966.7,3.24000000954,29,29,3736464966.77,0.0,44.63567,-124.30418,302.5,29,29,102315.0,29,29,228.224692488,29,29,0.459937682193,29,29,,,,386.410491943,29,29,161.959090204,29,29,6.37526694042,29,29,32.0887735515,29,29,,7.60942554474,29,29,1.63138995328,-6.36824657829,-5.71999979019,29,29,3736458653.71,20.8099994659,29,13,port_timestamp,82.2689971924,29,29,3.65429997444,29,13,11.486000061,29,29,408.899993896,29,29,3736458653.71,-0.343004589741,-0.306415604885
"('71',)",13.1040000916,29,29,1023.2199707,29,29,0.98,empty,7,3736464966.7,2.72000002861,29,29,3736464966.77,0.0,44.63567,-124.30418,302.299987793,29,29,102322.0,29,29,228.105205803,29,29,0.459405002916,29,29,,,,343.980010986,29,29,168.766615025,29,29,6.68085808759,29,29,32.0746925632,29,29,,7.61438369751,29,29,0.959502242897,-6.85963950536,-6.36999988556,29,29,3736458687.66,20.8400001526,29,13,port_timestamp,82.3710021973,29,29,3.65569996834,29,13,11.517999649,29,29,364.0,29,29,3736458687.66,-0.341968322524,-0.306774547663
"('72',)",13.1199998856,29,29,1023.15002441,29,29,0.98,empty,7,3736464966.7,2.34999990463,29,29,3736464966.77,0.0,44.63567,-124.30418,303.0,29,29,102315.0,29,29,227.878432511,29,29,0.458402890883,29,29,,,,380.740478516,29,29,172.174565448,29,29,6.65250573936,29,29,32.0784839932,29,29,,7.59808015823,29,29,0.565766208845,-6.8980077652,-6.51000022888,29,29,3736458751.89,20.8099994659,29,13,port_timestamp,82.1039962769,29,29,3.65599989891,29,13,11.5170001984,29,29,402.899993896,29,29,3736458751.89,-0.340008161773,-0.307453509165
"('73',)",13.1499996185,29,29,1023.2199707,29,29,0.98,empty,7,3736464966.7,3.59999990463,29,29,3736464966.77,0.0,44.63567,-124.30418,303.0,29,29,102322.0,29,29,227.647964485,29,29,0.457396246337,29,29,,,,368.17199707,29,29,160.413093994,29,29,6.74738657168,29,29,32.0789129452,29,29,,7.57434415817,29,29,1.92394392757,-6.66508342341,-5.92999982834,29,29,3736458816.88,20.8299999237,29,13,port_timestamp,81.6940002441,29,29,3.6547999382,29,13,11.5030002594,29,29,389.600006104,29,29,3736458816.88,-0.338024775496,-0.308140515536
"('74',)",13.126999855,29,29,1023.15002441,29,29,0.98,empty,7,3736464966.7,3.63000011444,29,29,3736464966.77,0.0,44.63567,-124.30418,301.5,29,29,102315.0,29,29,227.413377782,29,29,0.456383708909,29,29,,,,358.06048584,29,29,157.527501281,29,29,6.34392632351,29,29,32.0790115154,29,29,,7.59524726868,29,29,2.08888716308,-6.17102500398,-5.40999984741,29,29,3736458882.73,20.8500003815,29,13,port_timestamp,82.0360031128,29,29,3.65330004692,29,13,11.486000061,29,29,378.899993896,29,29,3736458882.73,-0.336014837049,-0.308836719061
